Replicate,File Name,Sample Type,Molecule Name,Analyte Concentration,Area,Product Mz,Background,Points Across Peak,RatioLightToHeavy,Slope,Intercept,R Squared,Error Message,Accuracy,Calculated Concentration,Fwhm,Precursor Mz,Fragment Ion Type,Isotope Label Type,Normalized Area
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,tryptamine,0,28276030,270.16493,0,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,-∞,-5.7264E+1,0.03,270.16493,precursor,heavyD5,1.6915E-4
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,tryptamine,5,15407895,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,-1043.3%,-5.2164E+1,0.04,270.16493,precursor,heavyD5,5.3596E-3
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,tryptamine,10,13897269,270.16493,0,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,-463.7%,-4.6371E+1,0.03,270.16493,precursor,heavyD5,1.1254E-2
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,tryptamine,20,20046630,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,-160%,-3.2006E+1,0.04,270.16493,precursor,heavyD5,2.5873E-2
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,tryptamine,30,15222439,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,-59%,-1.7686E+1,0.04,270.16493,precursor,heavyD5,4.0446E-2
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,tryptamine,50,23133736,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,-13.1%,-6.5636E+0,0.03,270.16493,precursor,heavyD5,5.1765E-2
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,tryptamine,70,25588952,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,39.3%,2.7518E+1,0.04,270.16493,precursor,heavyD5,8.6448E-2
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,tryptamine,85,21331690,270.16493,0,31,#N/A,1.0176E-3,5.8444E-2,0.9949,,70.2%,5.9691E+1,0.03,270.16493,precursor,heavyD5,1.1919E-1
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,tryptamine,100,17204188,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,56.5%,5.6477E+1,0.03,270.16493,precursor,heavyD5,1.1592E-1
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,tryptamine,300,21849350,270.16493,0,30,#N/A,1.0176E-3,5.8444E-2,0.9949,,111.7%,3.3501E+2,0.04,270.16493,precursor,heavyD5,3.9936E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,tryptamine,500,17619642,270.16493,0,30,#N/A,1.0176E-3,5.8444E-2,0.9949,,114.9%,5.7435E+2,0.03,270.16493,precursor,heavyD5,6.4293E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,tryptamine,700,22462294,270.16493,0,29,#N/A,1.0176E-3,5.8444E-2,0.9949,,107.6%,7.5312E+2,0.04,270.16493,precursor,heavyD5,8.2485E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,tryptamine,1000,24444142,270.16493,0,29,#N/A,1.0176E-3,5.8444E-2,0.9949,,122.9%,1.2286E+3,0.03,270.16493,precursor,heavyD5,1.3087E+0
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,tryptamine,3000,39117664,270.16493,0,28,#N/A,1.0176E-3,5.8444E-2,0.9949,,111.9%,3.3572E+3,0.03,270.16493,precursor,heavyD5,3.4749E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,tryptamine,7000,18901778,270.16493,0,29,#N/A,1.0176E-3,5.8444E-2,0.9949,,97.2%,6.8044E+3,0.04,270.16493,precursor,heavyD5,6.9829E+0
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,tryptamine,,16983732,270.16493,0,32,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6769E+1,0.03,270.16493,precursor,heavyD5,6.7372E-4
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,tryptamine,,20510800,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7172E+1,0.04,270.16493,precursor,heavyD5,2.6285E-4
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,tryptamine,,22133654,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7257E+1,0.03,270.16493,precursor,heavyD5,1.7652E-4
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,tryptamine,,18177246,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7159E+1,0.04,270.16493,precursor,heavyD5,2.7621E-4
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,tryptamine,,10850627,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7404E+1,0.04,270.16493,precursor,heavyD5,2.7001E-5
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,tryptamine,,10116243,270.16493,0,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7143E+1,0.03,270.16493,precursor,heavyD5,2.9323E-4
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,tryptamine,,15554281,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7398E+1,0.04,270.16493,precursor,heavyD5,3.2851E-5
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,tryptamine,,10523885,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7265E+1,0.04,270.16493,precursor,heavyD5,1.6853E-4
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,tryptamine,,20698136,270.16493,0,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7198E+1,0.03,270.16493,precursor,heavyD5,2.3718E-4
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,tryptamine,,8400107,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7215E+1,0.04,270.16493,precursor,heavyD5,2.1975E-4
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,tryptamine,,16179795,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7327E+1,0.03,270.16493,precursor,heavyD5,1.0585E-4
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,tryptamine,,15528064,270.16493,0,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6935E+1,0.04,270.16493,precursor,heavyD5,5.0488E-4
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,tryptamine,,22231236,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7431E+1,0.03,270.16493,precursor,heavyD5,0.0000E+0
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,tryptamine,,21102214,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7275E+1,0.03,270.16493,precursor,heavyD5,1.5840E-4
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,tryptamine,,7265444,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7376E+1,0.03,270.16493,precursor,heavyD5,5.5639E-5
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,tryptamine,,10934222,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7247E+1,0.03,270.16493,precursor,heavyD5,1.8662E-4
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,tryptamine,,18914722,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7431E+1,0.03,270.16493,precursor,heavyD5,0.0000E+0
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,tryptamine,,13459358,270.16493,0,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7377E+1,0.03,270.16493,precursor,heavyD5,5.4618E-5
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,tryptamine,,22507310,270.16493,0,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7200E+1,0.04,270.16493,precursor,heavyD5,2.3448E-4
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,tryptamine,,28875400,270.16493,0,31,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6928E+1,0.03,270.16493,precursor,heavyD5,5.1104E-4
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,tryptamine,,39710252,270.16493,0,32,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6619E+1,0.03,270.16493,precursor,heavyD5,8.2578E-4
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,tryptamine,,23982190,270.16493,39597,32,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6777E+1,0.04,270.16493,precursor,heavyD5,6.6551E-4
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,tryptamine,,22035736,270.16493,0,31,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6825E+1,0.02,270.16493,precursor,heavyD5,6.1651E-4
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,tryptamine,,28478240,270.16493,26046,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7202E+1,0.04,270.16493,precursor,heavyD5,2.3247E-4
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,tryptamine,,14519097,270.16493,0,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7278E+1,0.03,270.16493,precursor,heavyD5,1.5533E-4
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,tryptamine,,16275,271.15363,86109,37,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,∞,0.01,271.15363,precursor,heavyC13,∞
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,tryptamine,,36304,271.15363,3961,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,∞,0.01,271.15363,precursor,heavyC13,∞
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,tryptamine,0,590863,271.15363,104254,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,-∞,-5.7130E+1,0.03,271.15363,precursor,heavyC13,3.0562E-4
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,tryptamine,0,5906826,271.15363,173918,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,-∞,-5.7163E+1,0.03,271.15363,precursor,heavyC13,2.7249E-4
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,tryptamine,0,5580930,271.15363,173654,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,-∞,-5.7264E+1,0.03,271.15363,precursor,heavyC13,1.6915E-4
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,tryptamine,5,3731124,271.15363,144171,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,-1043.3%,-5.2164E+1,0.03,271.15363,precursor,heavyC13,5.3596E-3
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,tryptamine,10,3266519,271.15363,174769,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,-463.7%,-4.6371E+1,0.04,271.15363,precursor,heavyC13,1.1254E-2
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,tryptamine,20,4461990,271.15363,94322,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,-160%,-3.2006E+1,0.03,271.15363,precursor,heavyC13,2.5873E-2
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,tryptamine,30,3921559,271.15363,138132,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,-59%,-1.7686E+1,0.03,271.15363,precursor,heavyC13,4.0446E-2
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,tryptamine,50,4690360,271.15363,182687,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,-13.1%,-6.5636E+0,0.04,271.15363,precursor,heavyC13,5.1765E-2
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,tryptamine,70,6851440,271.15363,107977,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,39.3%,2.7518E+1,0.04,271.15363,precursor,heavyC13,8.6448E-2
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,tryptamine,85,5292451,271.15363,132697,31,#N/A,1.0176E-3,5.8444E-2,0.9949,,70.2%,5.9691E+1,0.03,271.15363,precursor,heavyC13,1.1919E-1
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,tryptamine,100,4159652,271.15363,143661,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,56.5%,5.6477E+1,0.03,271.15363,precursor,heavyC13,1.1592E-1
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,tryptamine,300,5825735,271.15363,155762,30,#N/A,1.0176E-3,5.8444E-2,0.9949,,111.7%,3.3501E+2,0.03,271.15363,precursor,heavyC13,3.9936E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,tryptamine,500,3098104,271.15363,105101,30,#N/A,1.0176E-3,5.8444E-2,0.9949,,114.9%,5.7435E+2,0.03,271.15363,precursor,heavyC13,6.4293E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,tryptamine,700,5481905,271.15363,121627,29,#N/A,1.0176E-3,5.8444E-2,0.9949,,107.6%,7.5312E+2,0.03,271.15363,precursor,heavyC13,8.2485E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,tryptamine,1000,5518949,271.15363,28642,29,#N/A,1.0176E-3,5.8444E-2,0.9949,,122.9%,1.2286E+3,0.04,271.15363,precursor,heavyC13,1.3087E+0
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,tryptamine,3000,8407907,271.15363,180717,28,#N/A,1.0176E-3,5.8444E-2,0.9949,,111.9%,3.3572E+3,0.04,271.15363,precursor,heavyC13,3.4749E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,tryptamine,7000,4109981,271.15363,167240,29,#N/A,1.0176E-3,5.8444E-2,0.9949,,97.2%,6.8044E+3,0.03,271.15363,precursor,heavyC13,6.9829E+0
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,tryptamine,,4306034,271.15363,110647,32,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6769E+1,0.04,271.15363,precursor,heavyC13,6.7372E-4
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,tryptamine,,3959030,271.15363,117245,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7172E+1,0.03,271.15363,precursor,heavyC13,2.6285E-4
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,tryptamine,,3661502,271.15363,105163,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7257E+1,0.04,271.15363,precursor,heavyC13,1.7652E-4
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,tryptamine,,3856860,271.15363,110532,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7159E+1,0.04,271.15363,precursor,heavyC13,2.7621E-4
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,tryptamine,,2207426,271.15363,113451,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7404E+1,0.03,271.15363,precursor,heavyC13,2.7001E-5
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,tryptamine,,2410175,271.15363,86870,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7143E+1,0.03,271.15363,precursor,heavyC13,2.9323E-4
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,tryptamine,,2760544,271.15363,49177,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7398E+1,0.04,271.15363,precursor,heavyC13,3.2851E-5
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,tryptamine,,2532744,271.15363,118720,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7265E+1,0.03,271.15363,precursor,heavyC13,1.6853E-4
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,tryptamine,,4246605,271.15363,103279,36,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7198E+1,0.04,271.15363,precursor,heavyC13,2.3718E-4
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,tryptamine,,1649349,271.15363,69747,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7215E+1,0.04,271.15363,precursor,heavyC13,2.1975E-4
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,tryptamine,,3783197,271.15363,28571,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7327E+1,0.03,271.15363,precursor,heavyC13,1.0585E-4
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,tryptamine,,3427672,271.15363,121734,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6935E+1,0.04,271.15363,precursor,heavyC13,5.0488E-4
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,tryptamine,,4422421,271.15363,138528,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7431E+1,0.04,271.15363,precursor,heavyC13,0.0000E+0
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,tryptamine,,4615122,271.15363,144319,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7275E+1,0.04,271.15363,precursor,heavyC13,1.5840E-4
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,tryptamine,,1456930,271.15363,115877,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7376E+1,0.03,271.15363,precursor,heavyC13,5.5639E-5
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,tryptamine,,2877518,271.15363,120986,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7247E+1,0.03,271.15363,precursor,heavyC13,1.8662E-4
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,tryptamine,,3545709,271.15363,119515,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7431E+1,0.03,271.15363,precursor,heavyC13,0.0000E+0
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,tryptamine,,2520424,271.15363,127626,35,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7377E+1,0.04,271.15363,precursor,heavyC13,5.4618E-5
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,tryptamine,,4497242,271.15363,174970,33,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7200E+1,0.03,271.15363,precursor,heavyC13,2.3448E-4
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,tryptamine,,6153534,271.15363,173454,31,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6928E+1,0.03,271.15363,precursor,heavyC13,5.1104E-4
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,tryptamine,,8850830,271.15363,28015,32,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6619E+1,0.04,271.15363,precursor,heavyC13,8.2578E-4
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,tryptamine,,5132188,271.15363,133964,32,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6777E+1,0.03,271.15363,precursor,heavyC13,6.6551E-4
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,tryptamine,,4339049,271.15363,32659,31,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.6825E+1,0.04,271.15363,precursor,heavyC13,6.1651E-4
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,tryptamine,,5625339,271.15363,128099,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7202E+1,0.03,271.15363,precursor,heavyC13,2.3247E-4
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,tryptamine,,2756310,271.15363,120730,34,#N/A,1.0176E-3,5.8444E-2,0.9949,,#N/A,-5.7278E+1,0.04,271.15363,precursor,heavyC13,1.5533E-4
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,tryptophan,,0,309.1234,0,28,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,NaN,0.14,309.1234,precursor,light,NaN
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,tryptophan,,0,309.1234,0,28,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,NaN,0.14,309.1234,precursor,light,NaN
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,tryptophan,0,0,309.1234,0,27,#N/A,8.4263E-4,8.8413E-3,0.9969,,-∞,-1.0492E+1,0.14,309.1234,precursor,light,0.0000E+0
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,tryptophan,0,52628,309.1234,0,27,#N/A,8.4263E-4,8.8413E-3,0.9969,,-∞,-5.9779E+0,0.03,309.1234,precursor,light,3.8041E-3
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,tryptophan,0,56481,309.1234,0,27,#N/A,8.4263E-4,8.8413E-3,0.9969,,-∞,-6.3160E+0,0.04,309.1234,precursor,light,3.5192E-3
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,tryptophan,5,64380,309.1234,0,26,#N/A,8.4263E-4,8.8413E-3,0.9969,,-89.1%,-4.4570E+0,0.03,309.1234,precursor,light,5.0857E-3
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,tryptophan,10,112450,309.1234,0,26,#N/A,8.4263E-4,8.8413E-3,0.9969,,-9.4%,-9.4000E-1,0.03,309.1234,precursor,light,8.0492E-3
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,tryptophan,20,213991,309.1234,0,25,#N/A,8.4263E-4,8.8413E-3,0.9969,,41.4%,8.2886E+0,0.03,309.1234,precursor,light,1.5826E-2
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,tryptophan,30,267803,309.1234,0,25,#N/A,8.4263E-4,8.8413E-3,0.9969,,66.3%,1.9893E+1,0.04,309.1234,precursor,light,2.5604E-2
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,tryptophan,50,528678,309.1234,0,24,#N/A,8.4263E-4,8.8413E-3,0.9969,,69.6%,3.4824E+1,0.04,309.1234,precursor,light,3.8185E-2
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,tryptophan,70,728653,309.1234,0,24,#N/A,8.4263E-4,8.8413E-3,0.9969,,72.3%,5.0623E+1,0.04,309.1234,precursor,light,5.1498E-2
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,tryptophan,85,1031411,309.1234,0,24,#N/A,8.4263E-4,8.8413E-3,0.9969,,95.1%,8.0846E+1,0.04,309.1234,precursor,light,7.6964E-2
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,tryptophan,100,944171,309.1234,0,23,#N/A,8.4263E-4,8.8413E-3,0.9969,,87.7%,8.7721E+1,0.03,309.1234,precursor,light,8.2758E-2
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,tryptophan,300,3585273,309.1234,0,23,#N/A,8.4263E-4,8.8413E-3,0.9969,,91.5%,2.7448E+2,0.03,309.1234,precursor,light,2.4013E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,tryptophan,500,6315877,309.1234,0,23,#N/A,8.4263E-4,8.8413E-3,0.9969,,105.5%,5.2728E+2,0.03,309.1234,precursor,light,4.5314E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,tryptophan,700,10141568,309.1234,0,23,#N/A,8.4263E-4,8.8413E-3,0.9969,,133.5%,9.3443E+2,0.03,309.1234,precursor,light,7.9623E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,tryptophan,1000,16926312,309.1234,0,22,#N/A,8.4263E-4,8.8413E-3,0.9969,,107.8%,1.0781E+3,0.03,309.1234,precursor,light,9.1732E-1
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,tryptophan,3000,52833028,309.1234,0,21,#N/A,8.4263E-4,8.8413E-3,0.9969,,90.5%,2.7139E+3,0.04,309.1234,precursor,light,2.2956E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,tryptophan,7000,99241720,309.1234,0,20,#N/A,8.4263E-4,8.8413E-3,0.9969,,101.3%,7.0878E+3,0.03,309.1234,precursor,light,5.9813E+0
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,tryptophan,,11143242,309.1234,0,22,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,9.4713E+2,0.04,309.1234,precursor,light,8.0692E-1
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,tryptophan,,9696112,309.1234,0,22,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,8.8928E+2,0.03,309.1234,precursor,light,7.5817E-1
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,tryptophan,,14370968,309.1234,0,21,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,1.2640E+3,0.03,309.1234,precursor,light,1.0739E+0
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,tryptophan,,233129,309.1234,0,25,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,1.4859E+1,0.03,309.1234,precursor,light,2.1362E-2
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,tryptophan,,105562,309.1234,0,26,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,2.7375E+0,0.03,309.1234,precursor,light,1.1148E-2
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,tryptophan,,69140,309.1234,0,25,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,-1.6698E+0,0.03,309.1234,precursor,light,7.4342E-3
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,tryptophan,,217430,309.1234,0,25,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,1.7631E+1,0.03,309.1234,precursor,light,2.3698E-2
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,tryptophan,,288369,309.1234,0,24,#N/A,8.4263E-4,8.8413E-3,0.9969,,#N/A,2.2900E+1,0.03,309.1234,precursor,light,2.8138E-2
